date,username,comment,processed_comment
2023-08-29 23:31:44,@conradboss,Hey really enjoyed that no problem understanding keep up the good work. 😊,hey realli enjoy problem understand keep good work
2023-08-29 13:22:00,@CarmeloSimpson-n3c,"Интересно, спасибо",интересно спасибо
2023-08-29 12:24:36,@a_simple_atheist,"Phase shifting is used to steer the EM beam to a particular star link. And it is also used to encode binary. How does that work. If the phase is changed to encode a binary, the constructive interference must shift right ?",phase shift use steer em beam particular star link also use encod binari work phase chang encod binari construct interfer must shift right
2023-08-29 06:46:01,@stanleytolle416,The Russians claim that they have a way to jam this system.  Do you have any idea how they are doing this.?,russian claim way jam system idea
2023-08-29 04:48:31,@Godisgood778,Why did i just wach this video and i dont even intall starlink,wach video dont even intal starlink
2023-08-29 01:39:17,@Fayfamilyadventures,"Okay this is an awesome channel, bravo. Also, I got about 45 seconds into the video before my mental capacity was way too engulfed by the content to count stars lol",okay awesom channel bravo also got second video mental capac way engulf content count star lol
2023-08-28 19:38:44,@RoroBar-k8e,"Beautifull video, thanks a lot !",beautiful video thank lot
2023-08-28 18:55:19,@claymarzobestgoofy,This channel is legendary!,channel legendari
2023-08-28 16:53:28,@TheMastersHarvest,"There are no satellites in &quot;orbit.&quot; Almost exclusively, our intercontinental internet traffic is through undersea cables.",satellit orbit almost exclus intercontinent internet traffic undersea cabl
2023-08-28 16:39:07,@Bilangumus,This is perfect for visual thinkers.,perfect visual thinker
2023-08-28 16:03:16,@maazmaaz9802,Good knowledge😊,good knowledg
2023-08-28 04:27:44,@ThePimp173,Thanks,thank
2023-08-28 04:26:07,@ThePimp173,Thank you,thank
2023-08-28 03:28:55,@chiaza7735,Nice,nice
2023-08-28 01:49:02,@tylerace983,So much respect for making such thorough and easily digestible videos,much respect make thorough easili digest video
2023-08-28 01:02:13,@alrafeekubpon9461,Thanks you for very nice explain about the internet connection satellite.❤❤❤<br>From Philippines.,thank nice explain internet connect satellitefrom philippin
2023-08-27 17:59:13,@AreebArshad5,Great,great
2023-08-27 14:19:43,@Treveler_kim,amazing video 😮,amaz video
2023-08-27 14:11:38,@hoomanmanafi4107,❤,
2023-08-27 13:30:46,@杨兴建-z3v,"Its interesting that balloons are still used to keep some Satelites aloft  😂 also iteresting no ? space ship has ever left earths atmosphere ... nothing passes through the van hallen radiation belt, nothing from earth ever has with technology available... but i forgot you beleive in the fairytale trained into you since birth.",interest balloon still use keep satelit aloft also iterest space ship ever left earth atmospher noth pass van hallen radiat belt noth earth ever technolog avail forgot beleiv fairytal train sinc birth
2023-08-27 01:28:47,@hasyimsaparai5151,Great video and channel! Malaysia hadir 😊,great video channel malaysia hadir
2023-08-26 21:14:55,@harshjasani1161,When you do Phase change for bits transmission won&#39;t it affect the Direction of the beam in accordance to the satellite,phase chang bit transmiss wont affect direct beam accord satellit
2023-08-26 07:47:59,@c9brown,Great video. How do the Starlink satellites scale to thousands of users when they only have two Dishy facing phased arrays?,great video starlink satellit scale thousand user two dishi face phase array
2023-08-26 04:43:42,@janmillerty4528,Very cool,cool
2023-08-25 17:03:59,@kwinter2541,Decades to build . Months to research . 15m to digest .,decad build month research digest
2023-08-25 13:03:52,@Lu-pt2bf,"Control total de la humanidad, la poca que queda, proyecto militar de f.elon  Pus. Sudáfrica 😂 y los imbéciles se lo creen",control total de la humanidad la poca que queda proyecto militar de felon pu sudáfrica lo imbécil se lo creen
2023-08-25 05:52:53,@cedericfrank9474,That was awesome! Keep making these videos I’m hooked now😅,awesom keep make video im hook
2023-08-25 00:34:52,@gracelivingstone191,In just 2 of your videos I have a level of understanding about electromagnetic waves and how it drives our most advanced technology than I ever thought was possible.  I just assumed some concepts were beyond my ability to comprehend. Turns out the quality of the teacher is as important to our ability to learn as the amount of effort we put into it. I cant believe I understand this! Thanks for expanding my horizon!,video level understand electromagnet wave drive advanc technolog ever thought possibl assum concept beyond abil comprehend turn qualiti teacher import abil learn amount effort put cant believ understand thank expand horizon
2023-08-24 22:20:00,@rakeshadhikari5556,"The amount of detail, animation, presentation, editing, quality is top notch. Brilliant",amount detail anim present edit qualiti top notch brilliant
2023-08-24 20:28:48,@IamMarvinSmith,Amazing work,amaz work
2023-08-24 05:56:49,@jmgamboa01,"Wow, super cool video!",wow super cool video
2023-08-24 02:08:20,@Noemailads,Gid I hate videos that publish their info in only kilometers.,gid hate video publish info kilomet
2023-08-23 22:31:57,@blumpkintube382,Noice,noic
2023-08-23 20:02:06,@nabilkzez,Thanks 👍,thank
2023-08-23 11:53:27,@masyola5280,I thought it be confusing complicated video. But I&#39;m shocked because i understand them all. Thanks for the explanation,thought confus complic video im shock understand thank explan
2023-08-23 11:36:07,@osark2487,Tv satellites are stationary no?,tv satellit stationari
2023-08-23 07:42:17,@BigLoveForRock,This was my favourite movie of the year :0,favourit movi year
2023-08-23 04:00:13,@Leo-fh7fu,Imagine this guy being our high school science teacher.. awesome presentation!!,imagin guy high school scienc teacher awesom present
2023-08-23 03:43:38,@LMD.1xyz,I enjoyed the video very much even though a lot of it went over my understanding. I appreciate the common language and visual graphics which me to understand the concepts. Thank you!,enjoy video much even though lot went understand appreci common languag visual graphic understand concept thank
2023-08-23 02:27:57,@vazertuche,Amazing video!,amaz video
2023-08-21 19:41:09,@harim5876,"Great video. First, when the transmitting and receiving medium is wide open, someone could capture the same electromagnetic waves and construct the data, which basically is stealing the data. But then, I reminded myself of the encryption mechanisms to safeguard data security. However, I can beam unwanted signals to interfere with the actual signals originating/received by the Dishy, so my question is, how are users protected from targeted external interference?",great video first transmit receiv medium wide open someon could captur electromagnet wave construct data basic steal data remind encrypt mechan safeguard data secur howev beam unwant signal interfer actual signal originatingreceiv dishi question user protect target extern interfer
2023-08-21 14:49:11,@ambition112,"<a href=""https://www.youtube.com/watch?v=qs2QcycggWU"">0:00</a>: 🛰 Satellite internet technology explained<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=231"">3:51</a>: 📡 The Dishy McFlatface antenna is a complex phased array system with 1280 antennas that work together to send and receive electromagnetic waves to and from Starlink satellites.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=463"">7:43</a>: ✨ The patch antenna generates oscillating electric and magnetic fields that create an electromagnetic wave.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=696"">11:36</a>: 📡 Antenna patches are designed to transmit and receive specific frequencies, while blocking out all other frequencies.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=920"">15:20</a>: 📡 The video discusses the use of phased array beam steering to angle a powerful beam towards Starlink satellites.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1121"">18:41</a>: 🛰 Phase shifting is used to angle the beam and point it directly at the satellite in Dishy.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1373"">22:53</a>: 📡 Dishy and the Starlink satellite use 64QAM modulation to send data, with each symbol lasting 10 nanoseconds.<br><a href=""https://www.youtube.com/watch?v=qs2QcycggWU&amp;t=1579"">26:19</a>: 📡 The video explains how Starlink and Dishy send data to each other using electromagnetic waves.<br>Recap by Tammy AI",satellit internet technolog explain dishi mcflatfac antenna complex phase array system antenna work togeth send receiv electromagnet wave starlink satellit patch antenna gener oscil electr magnet field creat electromagnet wave antenna patch design transmit receiv specif frequenc block frequenc video discuss use phase array beam steer angl power beam toward starlink satellit phase shift use angl beam point directli satellit dishi dishi starlink satellit use qam modul send data symbol last nanosecond video explain starlink dishi send data use electromagnet wavesrecap tammi ai
2023-08-21 09:24:53,@jbbotha,Fantastic!,fantast
2023-08-21 08:01:48,@anthonynye1747,"Love this video!!!  You are very easy to understand and you explain stuff that&#39;s Hard for us to understand into like chunks that are not hard to swallow. I didn&#39;t even know the dishy was half - duplex. Also that the dish doesn&#39;t track the sat physically which makes sense. Like you said, you would break the motor within a month or two.   <br><br>You should do the GEN 2 dish.",love video easi understand explain stuff that hard us understand like chunk hard swallow didnt even know dishi half duplex also dish doesnt track sat physic make sens like said would break motor within month two gen dish
2023-08-21 06:16:28,@Trilogy369,Beyond incredible visual,beyond incred visual
